country,prov_name,iso_alpha3,data_year,total_precipitation,spei_index,drought_status,year,spei_Eastern Cape,spei_Free State,spei_Gauteng,spei_KwaZulu-Natal,spei_Limpopo,spei_Mpumalanga,spei_North West,spei_Northern Cape,spei_Western Cape,Total precipitation_Eastern Cape,tot_preci_FreeState,tot_preci_GP,Total precipitation_KwaZulu-Natal,Total precipitation_Limpopo,Total precipitation_Mpumalanga,Total precipitation_North West,Total precipitation_Northern Cape,Total precipitation_Western Cape,gwsa_Eastern Cape,gwsa_Free State,gwsa_Gauteng,gwsa_KwaZulu-Natal,gwsa_Limpopo,gwsa_Mpumalanga,gwsa_North West,gwsa_Northern Cape,gwsa_Western Cape,spei_status_Eastern Cape,spei_status_Free State,spei_status_GP,spei_status_KwaZulu-Natal,spei_status_Limpopo,spei_status_Mpumalanga,spei_status_North West,spei_status_Northern Cape,spei_status_Western Cape
South Africa,Limpopo,ZAR,01/09/19,4.588474956,-2.5602043,Extreme,01/07/07,-0.13,-0.17,0.14,0.3,-0.26,-0.38,0.09,-0.21,0.75,12.47,1.49,3.75,4.63,9.01,6.49,1.58,7.26,45.99,2.53,3.05,3.81,2.73,1.64,2.56,3.07,1.46,-0.19,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Limpopo,ZAR,01/10/19,13.81341331,-2.2432747,Extreme,01/08/07,-0.19,0.08,0.62,0.33,-0.06,-0.25,0.53,0.15,0.52,18.12,4.84,0.82,21.09,2.26,5.59,0.47,3.66,27.2,4.29,3.73,2.51,6.52,0.92,4.46,3.36,2.97,0.01,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Limpopo,ZAR,01/11/19,70.2536669,-1.4978337,severe,01/09/07,-1.17,0.12,0.39,-0.71,0.38,-0.94,1.11,-0.47,-0.4,21.47,36.44,30.2,43.7,35.14,32.72,43.3,7.2,9.77,2.16,0.93,0.39,3.23,-1.02,1.53,0.06,0.81,-0.39,Moderate drought,Near normal,Near normal,Near normal,Near normal,Near normal,Moderately wet,Near normal,Near normal
South Africa,Limpopo,ZAR,01/12/19,113.3327028,-1.4361452,severe,01/10/07,-0.31,1.01,1.31,0.44,0.87,0.21,1.58,0.43,-0.66,90.95,132.18,127.69,132.3,46.81,106.25,77.25,44.6,35.62,1.47,-0.04,-1.08,1.55,-0.97,1.52,-0.1,0.61,0.67,Near normal,Moderately wet,Moderately wet,Near normal,Near normal,Near normal,Very wet,Near normal,Near normal
South Africa,Limpopo,ZAR,01/01/20,106.6769355,-0.38967904,moderate drought,01/11/07,-0.13,1.21,0.78,0.76,1.35,0.74,1.35,0.74,0.63,86.86,92.79,104.66,114.32,135.97,131.67,68.19,24.53,62.78,2.29,-0.14,-0.28,-2.38,-0.47,-0.42,0.69,-0.5,0.01,Near normal,Moderately wet,Near normal,Near normal,Moderately wet,Near normal,Moderately wet,Near normal,Near normal
South Africa,Limpopo,ZAR,01/02/20,144.7596529,-0.07377701,near normal,01/12/07,0.77,1.12,0.37,0.63,1.6,0.75,0.93,1.27,1.39,120.16,90.91,84.62,97.89,131.68,102.79,89.96,62.5,50.86,-0.59,-0.61,0.05,-4,-1.76,-1.08,0.3,0.49,-1.3,Near normal,Moderately wet,Near normal,Near normal,Very wet,Near normal,Near normal,Moderately wet,Moderately wet
South Africa,Limpopo,ZAR,01/03/20,19.67282056,-0.11155328,near normal,01/01/08,0.68,0.22,0.48,-0.39,1.02,0.65,0.67,0.88,1.42,93.68,93.56,145.73,122.39,128.39,140.19,124.37,50.28,22.11,1.32,-0.17,-1.6,-1.89,-3.23,-2.6,-1.77,0.91,0.29,Near normal,Near normal,Near normal,Near normal,Moderately wet,Near normal,Near normal,Near normal,Moderately wet
South Africa,Limpopo,ZAR,01/04/20,31.85672882,-0.1247387,near normal,01/02/08,0.83,-0.13,0.47,-1.14,0.2,-0.19,0.38,0.61,0.93,94.83,54.34,77.89,79.46,34.15,79.39,38.71,22.27,31.09,1.47,1.4,0,1.31,0,1.4,-0.63,-0.1,-0.26,Near normal,Near normal,Near normal,Moderate drought,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Limpopo,ZAR,01/05/20,1.146848013,-0.7356149,near normal,01/03/08,0.15,0.04,0.92,-0.7,-0.21,0.13,0.61,0.16,-0.18,72.68,80.23,151.86,101.2,56.37,117.5,112.76,43.97,26.72,-0.51,1.77,-0.51,2.88,0.77,2.21,0.02,-1.95,-2.62,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Limpopo,ZAR,01/06/20,2.773163675,-0.26320854,near normal,01/04/08,0.01,-0.31,-0.27,0.03,-0.73,-0.5,-0.04,-0.28,-0.74,48.11,24.31,14.72,98.27,20.96,48.82,7.77,9.53,12.49,0.38,3.21,0.19,0.3,0.77,1.45,1.21,-1,-0.63,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Limpopo,ZAR,01/07/20,2.419901221,-1.1582086,near normal,01/05/08,-0.4,0.29,0.3,0.5,-0.49,-0.02,0.68,0.13,-1.07,18.69,42.44,34.54,16.76,9.6,23.22,47.67,42.56,29.21,0.95,1.98,0.98,0.63,1.3,2.36,0.15,-1.08,-0.14,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Moderate drought
South Africa,Limpopo,ZAR,01/08/20,5.910754505,-0.690253,near normal,01/06/08,0.17,0.36,-0.69,0.84,-0.85,-0.46,0.1,0.67,-0.78,42.01,25.19,11.55,38.23,2.39,8.2,12.04,25.88,43.72,1.02,2.41,2.28,1.26,1.96,3.81,0.84,-0.66,-0.61,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Mpumalanga,ZAR,01/06/19,2.916765876,-0.42058176,near normal,01/07/08,-0.28,0.99,0.12,-0.28,-1.22,-0.67,0.65,1.53,0.23,3.6,0.89,1.47,6.15,2.81,2.5,1.49,11.32,54.95,1.73,2.8,3.02,2.82,2.32,4.47,0.91,-1.47,-3.57,Near normal,Near normal,Near normal,Near normal,Moderate drought,Near normal,Near normal,Very wet,Near normal
South Africa,Mpumalanga,ZAR,01/07/19,1.214285298,-2.8837152,near normal,01/08/08,0.12,-0.37,-1.32,-0.56,-1.77,-1.78,-1.44,0.76,0.62,31.29,6.11,0.94,13.49,2.29,4.35,1.18,9.41,41.85,4.51,4.1,2.54,4.79,1.37,3.95,1.82,0.03,-1.98,Near normal,Near normal,Moderate drought,Near normal,Severe drought,Severe drought,Moderate drought,Near normal,Near normal
South Africa,Mpumalanga,ZAR,01/08/19,5.595414252,-4.503947,near normal,01/09/08,-0.82,-1.22,-2.06,-0.88,-1.42,-1.73,-0.99,0.19,0.87,14.71,3.61,1.1,49.91,2.32,13.05,0.13,2.94,37.65,0.96,2.65,1.42,3.82,-0.11,3.01,0.21,-1.68,-4.1,Near normal,Moderate drought,Extreme drought,Near normal,Moderate drought,Severe drought,Near normal,Near normal,Near normal
South Africa,Mpumalanga,ZAR,01/09/19,18.77131019,-2.3207612,near normal,01/10/08,-0.94,-1.38,-1.35,-1.27,-1.51,-1.53,-1.4,-0.49,0.46,42.56,22.66,42.48,51.49,9.79,42.45,22.41,8.06,19.47,3.47,4.06,2.38,3.86,0.49,3.05,1.24,-0.34,-1.17,Near normal,Moderate drought,Moderate drought,Moderate drought,Severe drought,Severe drought,Moderate drought,Near normal,Near normal
South Africa,Mpumalanga,ZAR,01/10/19,34.36882867,-2.405926,extreme,01/11/08,-0.69,-0.39,-0.67,-0.81,-0.71,-1.08,-0.7,-0.35,0.96,92.76,101.35,103.63,107.58,101.31,131.08,67.54,20.63,51.73,5.08,4.31,1.02,3.29,-1.13,1.73,1.99,0.94,0.24,Near normal,Near normal,Near normal,Near normal,Near normal,Moderate drought,Near normal,Near normal,Near normal
South Africa,Mpumalanga,ZAR,01/11/19,113.9212356,-1.7530873,extreme,01/12/08,-0.69,-0.74,-0.84,-0.93,-0.58,-0.72,-1.31,-1.38,0.11,75.17,54.92,83.37,111.64,126.61,140.55,40.56,11.1,13.27,4.13,2.77,0.45,0.34,-0.24,0.69,1.32,0.31,0.43,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Moderate drought,Moderate drought,Near normal
South Africa,Mpumalanga,ZAR,01/12/19,150.4359236,-1.1870898,severe,01/01/09,-0.59,0.2,0.15,0.21,0.27,-0.21,0.28,-0.94,-0.03,70.88,145.64,202.34,170.15,155.1,179.64,173.25,32.49,11.45,3.46,1.28,-2.36,-1.96,-2.29,-0.92,-1.22,-0.73,-0.38,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Mpumalanga,ZAR,01/01/20,158.0958797,-0.5226748,near normal,01/02/09,0.14,0.37,0.53,0.69,0.12,0.29,0.45,0.04,-0.4,152.99,123.11,132.69,170.67,78.41,129,98.64,77.24,32.49,2.56,1.86,-1.65,-0.52,-0.58,0.05,-0.51,-1.05,-0.11,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Mpumalanga,ZAR,01/02/20,147.4675035,-0.22243755,near normal,01/03/09,0,0.52,1.04,0.6,0.26,0.33,0.8,0.26,-0.7,32.11,44.87,96.07,81.65,50.37,82.03,65.24,20.8,12.23,1.61,2.85,1.03,-0.4,0.46,0.44,3.16,-0.16,0.57,Near normal,Near normal,Moderately wet,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Mpumalanga,ZAR,01/03/20,59.44281601,-0.7788849,near normal,01/04/09,0,-0.16,0.47,0.04,-0.33,-0.14,-0.15,0.13,-0.58,32.66,14.94,2.77,39.56,3.94,9.53,5.29,26.5,37.02,3.47,4.65,1.92,1.16,0.89,2.18,4.33,0.37,1.15,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Mpumalanga,ZAR,01/04/20,83.60975417,-0.3260364,near normal,01/05/09,-0.96,-0.94,0.07,-0.25,-0.32,-0.74,-0.5,-0.68,-0.64,17.11,30.25,19.43,22.48,20.57,19.67,32.69,10.1,30.72,4.51,3.77,2.42,1.89,0.67,2.99,3.52,-0.25,0.63,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Mpumalanga,ZAR,01/05/20,1.497232486,-0.50908905,near normal,01/06/09,-0.33,-0.26,-0.26,0.23,-0.3,-0.67,-0.1,-0.14,0.21,24.43,38.46,20.86,17.42,19.41,16.29,47.69,28.89,57.19,2.4,3.02,2.16,3.19,1.24,3.62,1.84,-0.75,-2.88,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Mpumalanga,ZAR,01/06/20,10.81183418,0.108195186,near normal,01/07/09,0.38,0.94,1.08,0.78,0.85,0.71,1.25,0.28,-0.03,18.17,10.71,1.67,8.19,3.42,2.55,9.78,9.47,34.55,2.99,3.46,2.21,3.16,1.06,3.2,1.64,0.61,-2.68,Near normal,Near normal,Moderately wet,Near normal,Near normal,Near normal,Moderately wet,Near normal,Near normal
South Africa,Mpumalanga,ZAR,01/07/20,2.946258788,-0.8628182,near normal,01/08/09,0.4,1,1.26,0.83,0.63,1.06,1.51,0.22,-0.37,24.1,18.9,24.78,71.91,3.96,35.87,9.67,5.06,23.71,3.8,3.81,3.86,3.99,1.63,5.07,2.66,1.71,0.06,Near normal,Moderately wet,Moderately wet,Near normal,Near normal,Moderately wet,Very wet,Near normal,Near normal
South Africa,Mpumalanga,ZAR,01/08/20,8.6277518,-0.5233573,near normal,01/09/09,-0.3,0.06,0.65,0.59,-0.26,-0.03,0.39,-0.68,-0.89,23.41,16.25,15.61,43.17,13.04,15.53,8.15,3.44,22.08,3.81,4.7,3.19,3.69,0.72,4.06,2.75,1.96,1.77,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,North West,ZAR,01/06/19,0.119232926,0.39710665,near normal,01/10/09,0.3,0.32,0.59,0.79,-0.77,-0.22,0.43,-0.43,-0.79,82.24,120.85,81.86,128.66,31.83,95.48,74.7,31.98,34.43,2.43,2.57,0.84,-0.35,-0.79,1.84,0.67,1.61,3.06,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,North West,ZAR,01/07/19,0.040465836,-3.3875709,extreme,01/11/09,0.45,0.63,0.68,0.3,0.34,0.26,0.64,-0.02,0.04,72.27,79.67,127.71,118.96,107.25,153.3,82.5,23.48,37.8,0.49,0.25,0.15,-2.12,0.65,0.91,0.65,2.5,4,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,North West,ZAR,01/08/19,0.307772152,-4.9854717,extreme,01/12/09,0.45,0.64,1.49,0.14,0.01,0.25,0.12,-0.17,0.18,57.09,58.67,101.47,114.37,75.96,129.18,61.26,19.27,14.56,-0.36,-0.5,-3.21,-5.86,-3.18,-5.19,0,0.21,1.14,Near normal,Near normal,Moderately wet,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,North West,ZAR,01/09/19,2.268097354,-4.618714,extreme,01/01/10,0.46,1.13,1.82,0.11,-0.15,0.21,0.68,0.51,0.03,132.02,209.08,201.05,183.04,104.19,206.58,196.46,85.89,15.54,0.4,0.29,-1.61,-3.36,1.74,-1.73,0.73,0.1,1.2,Near normal,Moderately wet,Very wet,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,North West,ZAR,01/10/19,3.176494526,-3.0129395,extreme,01/02/10,0.25,0.75,1.54,-0.56,-0.87,-0.64,0.48,0.44,-0.46,84.06,66.77,67.85,87.56,68.85,87.51,44.24,49.24,38.88,2.53,-1.19,-1.5,-0.36,1.36,-1.22,-0.26,1.59,3.52,Near normal,Near normal,Very wet,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,North West,ZAR,01/11/19,67.23781469,-2.6705399,extreme,01/03/10,0.23,0.76,0.92,-0.63,-1.01,-0.79,0.61,0.26,-0.58,45.91,76.6,78.17,83.82,31.71,85.13,63.34,32.43,21.74,1.54,-1.01,-1.64,1.67,1.6,0.4,-0.44,1.22,2.34,Near normal,Near normal,Near normal,Near normal,Moderate drought,Near normal,Near normal,Near normal,Near normal
South Africa,North West,ZAR,01/12/19,142.1174564,-1.1614501,extreme,01/04/10,-0.54,-0.08,0.51,-1.18,0.01,0,0.03,-0.69,-0.98,48.68,58.01,91.09,56.67,115.44,125.08,88.71,21.73,14.16,0.85,-0.34,-0.91,-0.26,0.16,-1.98,1.67,1.3,2.56,Near normal,Near normal,Near normal,Moderate drought,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,North West,ZAR,01/01/20,83.03760373,-0.3540883,extreme,01/05/10,-0.69,-0.16,0.41,-0.81,0.55,0.53,-0.04,-1.09,-0.77,11.39,17.29,31.89,14.66,15.92,16.48,29.68,6.67,37.94,1.98,-0.02,-0.96,3.17,1.05,0.37,-1.51,-0.17,1.05,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Moderate drought,Near normal
South Africa,North West,ZAR,01/02/20,62.16757538,0.34609532,extreme,01/06/10,-0.54,-0.25,0.59,-0.64,1.59,1.3,-0.01,-1.07,-0.75,30.25,13.85,0.69,15.63,3.03,3.62,0.63,5.82,37.31,3.04,-0.05,-0.73,3.24,-0.3,-0.42,-1.19,0.77,0.84,Near normal,Near normal,Near normal,Near normal,Very wet,Moderately wet,Near normal,Moderate drought,Near normal
South Africa,North West,ZAR,01/03/20,63.53983916,-0.036282994,near normal,01/07/10,-0.65,-1.07,-0.39,-0.97,-0.55,-1.05,-0.7,-1.52,-0.4,12.77,1.08,1.63,12.84,4.69,5.75,0.57,3.53,23.6,3.89,1.63,1.56,5.8,1.01,1.76,0.26,1.38,0.71,Near normal,Moderate drought,Near normal,Near normal,Near normal,Moderate drought,Near normal,Severe drought,Near normal
South Africa,North West,ZAR,01/04/20,68.22653079,0.23041245,near normal,01/08/10,-0.57,-1.16,-1.46,-0.91,-0.73,-1.33,-1.34,-1.66,-0.83,8.16,0.54,0.12,11.83,1.09,2.73,0.05,1.47,19.31,3.75,0.94,1.65,6.68,0.95,2.3,0.49,1.75,2.64,Near normal,Moderate drought,Moderate drought,Near normal,Near normal,Moderate drought,Moderate drought,Severe drought,Near normal
South Africa,North West,ZAR,01/05/20,0.017912845,-0.024184246,near normal,01/09/10,-1.54,-1.78,-3.37,-1.93,-1.31,-1.9,-2.21,-1.89,-1.41,25.31,4.96,1.09,17.05,2.04,5.95,1.45,6.68,15.36,2.91,1.29,0.61,3.7,-1.55,-0.11,0.38,2.07,4.14,Severe drought,Severe drought,Extreme drought,Severe drought,Moderate drought,Severe drought,Extreme drought,Severe drought,Moderate drought
South Africa,North West,ZAR,01/06/20,9.935961223,-0.20195426,near normal,01/10/10,-0.89,-1.45,-1.8,-1.1,-1.4,-1.47,-2,-1.54,-0.95,82.61,41.99,60.7,114.63,20.95,74.04,19.09,6.22,38.11,1.38,1.96,0.98,5.53,-0.92,1.36,0.11,1.99,3.8,Near normal,Moderate drought,Severe drought,Moderate drought,Moderate drought,Moderate drought,Extreme drought,Severe drought,Near normal
South Africa,North West,ZAR,01/07/20,0.096346295,-1.0146891,near normal,01/11/10,-0.25,-0.69,-1.57,-0.88,-0.96,-0.92,-1.25,-1,-0.51,98.47,83.91,90.83,141.88,97.74,152.89,61.05,20.13,22.34,3.31,2.9,1.68,3.43,-0.81,-0.04,1.01,1.35,3.38,Near normal,Near normal,Severe drought,Near normal,Near normal,Near normal,Moderate drought,Near normal,Near normal
South Africa,North West,ZAR,01/08/20,0.45494882,-0.21266821,near normal,01/12/10,0.51,0.75,-0.1,0.31,-0.3,0,-0.49,0.12,0.48,115.03,180.56,194.97,184.27,138.54,183.52,114.88,59.84,52.76,2.01,-0.51,0.21,0.04,-0.83,-1.39,-0.02,1.55,3.08,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Northern Cape,ZAR,01/06/19,2.596368246,-1.7971237,near normal,01/01/11,0.81,1.76,0.62,0.69,0.77,0.53,0.89,0.55,0.2,152,196.85,175.39,198.93,173.95,197.31,165.61,106.61,32.35,0.78,-7.7,-5.87,-6.69,-4.62,-8.26,-5.27,-0.46,3.12,Near normal,Very wet,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Northern Cape,ZAR,01/07/19,5.810908751,-2.7985718,near normal,01/02/11,0.81,1.52,0.5,0.37,0.17,-0.25,0.82,1.1,0.24,100.07,85.84,69.88,61.11,24.1,57.72,77.06,70.15,42.48,2.83,-2.34,3.01,0.55,3.12,0.94,0.98,1.89,3.28,Near normal,Very wet,Near normal,Near normal,Near normal,Near normal,Near normal,Moderately wet,Near normal
South Africa,Northern Cape,ZAR,01/08/19,0.545408861,-2.6214488,near normal,01/03/11,0.6,0.73,-0.19,-0.39,-0.04,-0.92,0.53,0.74,-0.69,92.78,67.6,74.96,81.73,38.61,72.61,68,55.13,33.19,0.13,-1.21,2.94,3.52,3.5,3.98,0.94,0.75,2.38,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Northern Cape,ZAR,01/09/19,2.954840119,-2.5623043,near normal,01/04/11,0.13,0.32,0.1,-0.53,-0.3,-1.11,0.46,0.58,-0.86,59.5,91.68,103.01,86.45,59.24,80.65,96.48,39.45,20.58,-0.14,0.16,2.48,4.95,3.68,2.74,0.24,-0.95,1.24,Near normal,Near normal,Near normal,Near normal,Near normal,Moderate drought,Near normal,Near normal,Near normal
South Africa,Northern Cape,ZAR,01/10/19,2.318347989,-2.6796076,near normal,01/05/11,0.84,0.64,0.58,0.16,0.39,-0.48,0.54,0.42,-0.15,69.96,44.44,14,44.02,7.73,11.56,11.81,35.51,63.27,2.88,6.18,9.22,8.98,4.56,6.63,4.62,0.32,0.35,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Northern Cape,ZAR,01/11/19,3.182067644,-2.850088,near normal,01/06/11,1.46,1.62,1.17,1.03,1.01,0.06,1.51,0.87,0.65,77.19,48.05,17.21,22.5,4.31,8.98,36.33,25.15,67.77,-4.65,-8.13,-2.21,0.84,0.74,0.39,-6.25,-2.79,-0.81,Moderately wet,Very wet,Moderately wet,Moderately wet,Moderately wet,Near normal,Very wet,Near normal,Near normal
South Africa,Northern Cape,ZAR,01/12/19,21.6404134,-1.9224373,moderate drought,01/07/11,1.94,1.65,0.71,1.29,-0.16,-0.14,1.24,1.17,0.92,59.88,19.23,5.51,58.59,4.4,21.53,1.96,6.57,29.93,-0.24,2.95,5.92,7.02,4.17,6.61,3.46,4.15,2.37,Very wet,Very wet,Near normal,Moderately wet,Near normal,Near normal,Moderately wet,Moderately wet,Near normal
South Africa,Northern Cape,ZAR,01/01/20,25.1808831,-1.6403465,moderate drought,01/08/11,1.45,1.38,1.35,1.42,0.5,0.9,1.54,0.62,0.41,27.41,7.45,18.93,36.48,9.72,32.15,0.55,10.59,40.14,-2.49,5.87,8.39,7.25,4.11,7.45,5.49,3.4,0.89,Moderately wet,Moderately wet,Moderately wet,Moderately wet,Near normal,Near normal,Very wet,Near normal,Near normal
South Africa,Northern Cape,ZAR,01/02/20,50.12369845,-1.1728008,moderate drought,01/09/11,0.32,-0.19,-0.16,0.78,-0.14,0.41,-0.27,-0.56,-0.43,7.75,3.31,3.26,33.05,3.03,16.99,2.28,1.2,10.02,-0.46,3.81,6.48,6.4,3.8,6.16,2.82,3.16,2.61,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Northern Cape,ZAR,01/03/20,28.56090734,-1.0618098,moderate drought,01/10/11,-1.03,-1.05,-0.21,-0.57,-0.09,-0.23,-0.95,-0.91,-0.86,50.24,36.2,71.45,84.27,63.64,95.02,23.25,5.09,21.71,-2.42,2.51,5.75,3.68,3.42,5.24,1.45,1.3,1.79,Moderate drought,Moderate drought,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Northern Cape,ZAR,01/04/20,21.03222431,-0.9623863,moderate drought,01/11/11,-0.74,-1.54,-1.22,-0.84,-1,-1.73,-1.32,-0.58,-0.5,73.55,28.84,45.62,125.36,49.98,73.73,33.48,9.44,22.58,-0.46,0.78,0.95,-0.02,0.16,0.61,-1.4,-0.08,3.02,Near normal,Severe drought,Moderate drought,Near normal,Moderate drought,Severe drought,Moderate drought,Near normal,Near normal
South Africa,Northern Cape,ZAR,01/05/20,1.063857039,-1.4256299,moderate drought,01/12/11,0.19,-1.07,-0.31,-0.79,-0.96,-1.72,-0.73,-0.04,-0.03,138.38,130.47,182.67,122.89,113.17,157.05,107.83,36.07,24.91,2.42,5.69,4.92,2.95,3.2,4.6,3.32,2.55,4.46,Near normal,Moderate drought,Near normal,Near normal,Near normal,Severe drought,Near normal,Near normal,Near normal
South Africa,Northern Cape,ZAR,01/06/20,5.495591117,-1.3410325,moderate drought,01/01/12,0.07,-0.99,-0.26,-0.9,-0.98,-1.21,-0.81,-0.24,-0.14,56.06,53.48,97.57,91.02,111.65,116.18,60.7,17.69,19.32,2.42,5.14,4.36,2.69,4.96,3.47,3.39,2.08,4.28,Near normal,Near normal,Near normal,Near normal,Near normal,Moderate drought,Near normal,Near normal,Near normal
South Africa,Northern Cape,ZAR,01/07/20,8.128109814,-1.6127955,moderate drought,01/02/12,0.3,-0.65,0,-1.25,-0.96,-0.83,-0.53,-0.4,-0.86,118.34,86.92,59.77,126.94,35.92,72.02,56.57,60.48,19.64,3.16,6.66,5.41,6.73,4.75,4.43,5.17,2.4,4.97,Near normal,Near normal,Near normal,Moderate drought,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Northern Cape,ZAR,01/08/20,3.843052015,-0.4531167,moderate drought,01/03/12,0.16,-0.99,-0.49,-0.72,-0.97,-0.54,-0.72,-0.61,-0.76,120.47,50.04,54.77,108.85,32.45,42.44,65.78,32.97,41.53,3.16,8.66,7.85,7.65,6.92,7.91,7.18,2.14,3.9,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Western Cape,ZAR,01/06/19,26.27333,-1.301476,moderate drought,01/04/12,0.32,-1.04,-1.1,-0.65,-1.35,-1.18,-0.71,-0.12,-0.11,32.8,23.45,9.08,32.17,5.73,17.32,5.76,26.78,36.01,0.97,9.23,9.45,9.47,8.02,8.82,8.4,1.8,2.8,Near normal,Moderate drought,Moderate drought,Near normal,Moderate drought,Moderate drought,Near normal,Near normal,Near normal
South Africa,Western Cape,ZAR,01/07/19,37.24940057,-0.9496727,moderate drought,01/05/12,-0.1,-1.24,-1.09,-0.39,-1.29,-1.18,-0.93,-0.41,-0.28,19.07,3.05,0.4,22.45,1.71,5.48,0.4,1.95,15.31,-0.02,7.34,8.69,8.31,8.49,8.3,7.94,1.03,1.68,Near normal,Moderate drought,Moderate drought,Near normal,Moderate drought,Moderate drought,Near normal,Near normal,Near normal
South Africa,Western Cape,ZAR,01/08/19,8.431364619,-1.2691274,near normal,01/06/12,0.11,-0.36,-1.26,-1.01,-1.51,-1.85,-1.12,-0.02,-0.12,36.4,36.21,4.61,18.79,0.89,3.15,12.82,22.97,53.42,3.95,7.39,4.2,12.11,2.08,7.64,5.07,3.58,4.04,Near normal,Near normal,Moderate drought,Moderate drought,Severe drought,Severe drought,Moderate drought,Near normal,Near normal
South Africa,Western Cape,ZAR,01/09/19,24.49944219,-1.3912987,near normal,01/07/12,1.17,0.42,-1.29,-0.45,-1.65,-1.87,-0.79,0.07,0.26,58.38,18.87,2.35,15.72,1.34,2.13,4.57,12.57,47.5,1.41,6.92,7.83,10.15,5.18,7.55,6.34,3.38,3.23,Moderately wet,Near normal,Moderate drought,Near normal,Severe drought,Severe drought,Near normal,Near normal,Near normal
South Africa,Western Cape,ZAR,01/10/19,20.75905824,-1.617878,near normal,01/08/12,1.41,0.67,-0.96,-0.19,-1.03,-0.9,-0.32,0.9,0.87,33.57,8.21,1.78,46.45,0.54,1.99,1.39,10.78,57.21,0.13,6.43,4.35,9.33,1.64,5.49,4.39,2.77,1,Moderately wet,Near normal,Near normal,Near normal,Moderate drought,Near normal,Near normal,Near normal,Near normal
South Africa,Western Cape,ZAR,01/11/19,12.968651,-1.5160329,near normal,01/09/12,1.09,0.52,1.41,1.71,0.16,1.46,0.05,0.47,0.72,44.86,46.08,97.8,169.76,52.55,108.44,23.85,3.81,24.31,1.01,8.66,7.22,6.39,4.15,5.12,7.59,3.92,3.13,Moderately wet,Near normal,Moderately wet,Very wet,Near normal,Moderately wet,Near normal,Near normal,Near normal
South Africa,Western Cape,ZAR,01/12/19,12.37338677,-1.1206046,near normal,01/10/12,1.07,0.23,1.08,1.88,1.28,1.36,-0.38,0.27,0.76,120.94,66.87,174.66,144.55,60.09,124.89,53.89,18.77,57.99,-5.38,2.81,2.7,-5.92,2.76,-0.61,4.58,1.76,1.3,Moderately wet,Near normal,Moderately wet,Very wet,Moderately wet,Moderately wet,Near normal,Near normal,Near normal
South Africa,Western Cape,ZAR,01/01/20,50.20419725,-0.7032269,near normal,01/11/12,0.33,-0.5,0.77,1.61,0.54,0.55,-0.89,-0.57,-0.09,43.96,35.75,55.26,126.72,42.9,84.41,43.54,5.2,11.01,-0.2,6.28,3.74,-4.18,-0.42,0.22,5.94,3.05,3.64,Near normal,Near normal,Near normal,Very wet,Near normal,Near normal,Near normal,Near normal,Near normal
